_no,category,name,address,phone,note,sido,sigungu,source
245,음식점,오복식육점,서구 천변좌로238,062-369-3121,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
246,음식점,좋은분식,서구 월산로 267번길 3,010-7604-1244,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
247,소매업(축산),태금,서구 상무대로 1185,062-571-6464,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
248,음식점,송강추어탕,서구 죽봉대로 80 (농성동),0507-1489-0332,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
249,음식점,미스사이공 농성점,서구 죽봉대로22번길 10 1층,062-465-0089,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
250,복지용구,(주)토마토헬스케어,서구 내방로398번길 5(농성동),1661-4727,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
251,기타(복지용구),토마토의료기,서구 내방로398번길 5(농성동),1661-4727,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
252,음식점(카페),메가MGC커피광주농성점,서구 죽봉대로 42-1,0507-1478-3366,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
253,음식점,점심한끼,서구 월산로 257,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
254,중소기업,(주)광신종합건설,"북구 독립로 311, 4층",062-365-7171,,광주광역시,서구,서구청_착한가게
255,중소기업,(주)국토종합상사,서구 월산로 226번길 2,062-362-0532,,광주광역시,서구,서구청_착한가게
256,중소기업,(주)대명엘리베이터,"서구 상무대로 1181 , 2층 (농성동)",1644-0036,,광주광역시,서구,서구청_착한가게
257,중소기업,(주)에코하이테크,서구 농성동 468-5,,,광주광역시,서구,서구청_착한가게
258,기타(공업사),강남카서비스(배정열),서구 월산로 272,062-367-6714,,광주광역시,서구,서구청_착한가게
259,기타(복지기관),거성지역아동센터,서구 월산로 264,062-364-7988,,광주광역시,서구,서구청_착한가게
260,중소기업,경인조경설계사무소,"서구 상무대로 725, 7층",062-383-1348,,광주광역시,서구,서구청_착한가게
261,중소기업,광주캐노픽스,서구 상무대로1189번길 1,,,광주광역시,서구,서구청_착한가게
262,음식점,금강한우전문식육식당,서구 천변우하로 373,062-514-9111,,광주광역시,서구,서구청_착한가게
263,음식점,나주곰탕,서구 상무대로 1179,062-368-1005,,광주광역시,서구,서구청_착한가게
264,소매업(이미용),네일은슬,북구 동운로 130,0507-1348-5734,,광주광역시,서구,서구청_착한가게
265,음식점,농성집,서구 상무대로 1197,062-362-3623,,광주광역시,서구,서구청_착한가게
266,기타(복지기관),느림재가복지센터,서구 내방로 404번길 13,062-362-8974,,광주광역시,서구,서구청_착한가게
267,기타(복지기관),늘푸른요양원,서구 죽봉대로 22번길 11,062-361-9500,,광주광역시,서구,서구청_착한가게
268,소매업(사무용품),대성OA시스템,서구 월산로 245,062-375-8191,,광주광역시,서구,서구청_착한가게
269,소매업,대성상사,서구 천변좌로 276,062-369-8993,,광주광역시,서구,서구청_착한가게
270,소매업(광고),디자인주안,서구 경열로 73. 3층,062-222-7027,,광주광역시,서구,서구청_착한가게
271,의료기관,메디필 피부과의원,서구 죽봉대로 76,062-363-4722,,광주광역시,서구,서구청_착한가게
272,의료기관,미소요양병원,서구 내방로 434,0507-1490-7000,,광주광역시,서구,서구청_착한가게
273,기타(부동산업),미현부동산,서구 월산로173번길 19-2,,,광주광역시,서구,서구청_착한가게
274,의료기관,밝은안과21병원,서구 무진대로 950,062-367-3737,,광주광역시,서구,서구청_착한가게
275,기타(복지기관),봄날애장기요양기관,서구 화운로 175번길 22,062-385-9097,,광주광역시,서구,서구청_착한가게
276,기타(복지기관),빛고을서구주간보호센터,서구 죽봉대로22번길 23-7,062-351-9595,,광주광역시,서구,서구청_착한가게
277,기타(복지기관),빛고을장애인자립생활센터,서구 내방로 398번길 5,062-654-4508,,광주광역시,서구,서구청_착한가게
278,소매업(철물),상록자원,서구 월산로 269,062-369-0819,,광주광역시,서구,서구청_착한가게
279,의료기관,새맑은약국,서구 죽봉대로 92,062-351-7578,,광주광역시,서구,서구청_착한가게
280,기타(장례식장),선한병원장례식장(양연호),서구 무진대로 975,062-365-4004,,광주광역시,서구,서구청_착한가게
281,의료기관,센트럴윤길중안과,서구 죽봉대로 62,062-376-1001,,광주광역시,서구,서구청_착한가게
282,의료기관,신세계내과,서구 죽봉대로 68,062-361-8575,,광주광역시,서구,서구청_착한가게
283,중소기업,아리오커뮤니케이션,서구 경열로 11,062-671-1681,,광주광역시,서구,서구청_착한가게
284,음식점,아정산야초이야기,서구 죽봉대로 22번길 8,062-524-9419,,광주광역시,서구,서구청_착한가게
285,소매업(식료품),에덴식품,서구 양동시장1길 23(양동),,,광주광역시,서구,서구청_착한가게
286,기타,은하누전서비스(김동윤),북구 무등로 111 2층,062-521-7777,,광주광역시,서구,서구청_착한가게
287,기타(정비소),이흥철(대호상사),서구 내방로 9(치평동),062-372-0150,,광주광역시,서구,서구청_착한가게
288,중소기업,제이씨엔건설㈜,서구 백설길 12,062-376-0503,,광주광역시,서구,서구청_착한가게
289,기타(협동조합),창작농성골협동조합,서구 경열로 45번길 26,,,광주광역시,서구,서구청_착한가게
290,중소기업,청룡,광산구 어등대로 648번길 51-42,062-953-0663,,광주광역시,서구,서구청_착한가게
291,기타(정비소),카프렌드(박연희),서구 상무대로 1184(농성동),062-375-9990,,광주광역시,서구,서구청_착한가게
292,음식점(카페),컴포즈커피농성sk뷰점,서구 상무대로 1147번길 16,062-716-7176,,광주광역시,서구,서구청_착한가게
293,기타(교육기관),톡톡영수전문학원,"서구 월산로 265, 3층",062-434-7077,,광주광역시,서구,서구청_착한가게
294,소매업(철물),평화철물(이병태),서구 월산로 235,062-367-7375,,광주광역시,서구,서구청_착한가게
295,기타(복지기관),품앗이노인복지센터,서구 월산로 165번길 20-31,062-361-8888,,광주광역시,서구,서구청_착한가게
296,기타(복지기관),효사랑재가복지센터,"서구 상무대로 1147번길 16, 농성SK뷰상가 210호",062-366-3667,,광주광역시,서구,서구청_착한가게
297,소매업(식료품),형제젓갈,서구 양동 5-351번지,062-364-0984,,광주광역시,서구,서구청_착한가게
298,기타(부동산업),sk공인중개사사무소,서구 상무대로1147번길 16 상가동 107호,010-5099-2400,,광주광역시,서구,서구청_착한가게
299,음식점,고흥닭집,서구 양동 5-289,062-366-8727,,광주광역시,서구,서구청_착한가게
300,기타(사무실),광주전남상담연구소,"서구 월산로268번길 5, 2층",062-383-5525,,광주광역시,서구,서구청_착한가게
301,음식점,다래화,서구 내방로 254-1,062-367-8880,,광주광역시,서구,서구청_착한가게
302,마트,마트넷,서구 농성동 345-128,062-515-7112,,광주광역시,서구,서구청_착한가게
303,기타(복지기관),봄날은노인복지센터,서구 상무대로 1014번길33,062-385-9097,,광주광역시,서구,서구청_착한가게
304,소매업(수산),옥주수산,서구 양동시장2길 18,062-368-9179,,광주광역시,서구,서구청_착한가게
305,의료기관,이형범치과,서구 경열로 91,062-367-2828,,광주광역시,서구,서구청_착한가게
306,기타(편의점),지에스(GS)농성상록점,서구 상무대로 1179,062-362-2006,,광주광역시,서구,서구청_착한가게
307,기타(복지기관),참사랑공동체재가노인복지센터,"서구 상무대로 1171번길 6, 203호",062-433-0707,,광주광역시,서구,서구청_착한가게
308,중소기업,팬텍㈜,광산구 용아로 631-11,,,광주광역시,서구,서구청_착한가게
309,기타(복지기관),효드림실버홈,서구 월산로 267번길 26-3,062-351-7788,,광주광역시,서구,서구청_착한가게
310,음식점(카페),플레이커피,서구 월산로 274,010-2480-2153,,광주광역시,서구,서구청_착한가게
311,소매업(의류),하마유통,서구 경열로 16(농성동),062-363-6244,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
312,음식점,황금곰탕,서구 군분로 213,062-366-8899,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
313,음식점,밀밭에서,서구 화정로309번길 25,062-364-0364,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
314,음식점(카페),카페&자연을담은과일,"서구 경열로 38, 1층",062-368-3006,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
315,음식점,미래온누리약국,서구 대남대로 435,062-365-1170,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
316,음식점,태자관,서구 군분로 210(농성동),010-368-2333,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
317,마트,비타민마트,"서구 경열로 40, 1층",062-367-9888,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
318,음식점,민족감자탕,서구 화정로303,062-368-5000,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
319,마트,마트고,서구 군분로 209,062-361-9888,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
320,중소기업,(주)광신주택,"북구 독립로 311, 4층(중흥동)",062-460-2607,,광주광역시,서구,서구청_착한가게
321,중소기업,(주)대명광고,서구 군분로 224,062-381-5377,,광주광역시,서구,서구청_착한가게
322,음식점,(주)농성화로,"서구 군분로 228, 1층",0507-1320-2803,,광주광역시,서구,서구청_착한가게
323,중소기업,(주)흥양엔지니어링,전남 고흥군 풍양면 광석길 30-9,061-833-4115,,광주광역시,서구,서구청_착한가게
324,기타(임대),강남빌,서구 화정로294번길 12,,,광주광역시,서구,서구청_착한가게
325,음식점,KS푸드,서구 화정로309번길 11-1,062-418-1131,,광주광역시,서구,서구청_착한가게
326,음식점,가매일식,서구 상무대로 1104-26,062-352-7711,,광주광역시,서구,서구청_착한가게
327,의료기관,건강백세약국,서구 대남대로 424,062-351-9633,,광주광역시,서구,서구청_착한가게
328,중소기업,고려치과기공소,서구 대남대로 464,062-351-6905,,광주광역시,서구,서구청_착한가게
329,중소기업,국제식품,"서구 군분로222번길 13, 디오파크 403호",,,광주광역시,서구,서구청_착한가게
330,음식점,금덕이와돈이,서구 군분로 202-1,062-352-8366,,광주광역시,서구,서구청_착한가게
331,음식점,나도김밥,서구 대남대로 462번길4,,,광주광역시,서구,서구청_착한가게
332,음식점,동네수산물(정희성),서구 금화로 493 1층,062-363-9797,,광주광역시,서구,서구청_착한가게
333,음식점,동진계절음식점(박현숙),"서구 경열로66번길 3-1, 1층",062-384-8255,,광주광역시,서구,서구청_착한가게
334,음식점,동해회바다,서구 경열로26번길 3,062-384-8255,,광주광역시,서구,서구청_착한가게
335,의료기관,두암참좋은내과,"북구 밤실로 162,2층",062-447-0105,,광주광역시,서구,서구청_착한가게
336,중소기업,미주건축 ENG,"서구 화정로309번길 1, 3층",062-672-4254,,광주광역시,서구,서구청_착한가게
337,기타(사무소),법무사 정영훈 사무소,서구 경열로 18-1 1층,062-941-6900,,광주광역시,서구,서구청_착한가게
338,음식점(카페),부부더상록,"서구 경열로 6-1, 2층",062-365-4593,,광주광역시,서구,서구청_착한가게
339,음식점,성대숯불갈비집,남구 월산동 907-33,062-362-9393,,광주광역시,서구,서구청_착한가게
340,음식점,시골농장,서구 경열로54번길 3-1,062-364-3226,,광주광역시,서구,서구청_착한가게
341,소매업(이미용),성화화장품,"서구 화정로 313, 1층",062-364-5062,,광주광역시,서구,서구청_착한가게
342,의료기관,염내과의원,"서구 대남대로 437, 염내과의원",062-361-1177,,광주광역시,서구,서구청_착한가게
343,기타(사무소),오름수창센터애터미,"서구 화정로 313, 2층",062-363-6292,,광주광역시,서구,서구청_착한가게
